index,name,surname,initials,age,dateOfBirth
4117,Shadow,England,S,39,1979/10/11
4118,Shadow,Gallagher,S,14,2004/03/27
4119,Aaron,Duran,A,5,2013/09/28
4120,Freddie,Harold,F,33,1985/01/15
4121,"Pieter Andre","Van Zyl",PA,20,1998/12/28
4122,Aron-James,Fulton,A,30,1988/04/14
4123,Susan,Eaton,S,15,2003/03/07
4124,Frik,Ellison,F,18,2000/10/14
4125,Aaron,Gallegos,A,17,2001/10/05
4126,"Garret Pieter",Elliott,GP,24,1994/03/30
4127,Shai,Dyer,S,38,1980/12/18
4128,Santie,Ellis,S,33,1985/05/28
4129,Shane,Gaines,S,43,1975/02/20
4130,Ben,Fuentes,B,21,1997/02/17
4131,Jan,Elliott,J,6,2012/10/02
4132,Shane,Gallagher,S,32,1986/06/07
4133,Santie,Eaton,S,39,1979/09/22
4134,Riaan,"Van Zyl",R,18,2000/11/19
4135,Susan,Elliott,S,19,1999/03/22
4136,Freddie,Gamble,F,0,2018/08/13
4137,Shane,Dyer,S,6,2012/09/28
4138,Aron-James,Dyer,A,21,1997/07/09
4139,Susan,England,S,15,2003/11/25
4140,Riaan,Eaton,R,26,1992/03/09
4141,Shane,Fuentes,S,29,1989/01/09
4142,Shadow,Elliott,S,29,1989/03/01
4143,Miena,Ellis,M,24,1994/08/20
4144,Maria,Gamble,M,6,2012/09/26
4145,Aaron,England,A,5,2013/11/23
4146,Shadow,Emerson,S,48,1970/01/21
4147,Aaron,Fuentes,A,21,1997/08/18
4148,Shae,Gamble,S,41,1977/04/07
4149,Shane,Durham,S,5,2013/06/13
4150,Shae,England,S,36,1982/02/12
4151,Ben,Fuller,B,20,1998/11/25
4152,Shadow,Edwards,S,17,2001/08/06
4153,"Garret Pieter",Fuller,GP,19,1999/05/21
4154,Freddie,Eaton,F,16,2002/07/16
4155,"Pieter Andre",Eaton,PA,37,1981/09/07
4156,Aron-James,Emerson,A,34,1984/09/23
4157,Riaan,Gamble,R,42,1976/02/27
4158,Maria,Edwards,M,4,2014/01/04
4159,"Pieter Andre",Galloway,PA,16,2002/02/07
4160,Shadow,Fulton,S,12,2006/02/16
4161,Shae,England,S,20,1998/02/23
4162,Ben,Galloway,B,36,1982/07/03
4163,Maria,Edwards,M,48,1970/06/23
4164,Shane,Galloway,S,3,2015/11/25
4165,Shane,Durham,S,5,2013/07/09
4166,Peter,Durham,P,23,1995/06/16
4167,Riaan,Gallagher,R,15,2003/07/02
4168,jaco,"Van Zyl",j,17,2001/02/07
4169,Ben,Duran,B,40,1978/08/28
4170,Shai,Fuller,S,15,2003/12/07
4171,Shai,Gaines,S,0,2018/11/25
4172,Shai,Ellison,S,24,1994/04/06
4173,Peter,Eaton,P,12,2006/08/07
4174,"Pieter Andre",Fulton,PA,32,1986/06/21
4175,Shahmir,Harold,S,9,2009/12/16
4176,Aron-James,Gaines,A,46,1972/12/25
4177,Shai,Gallegos,S,48,1970/09/14
4178,Shae,Gaines,S,17,2001/02/28
4179,Shadow,Gallegos,S,26,1992/03/11
4180,Miena,Dyer,M,16,2002/10/25
4181,Shadow,Fulton,S,42,1976/01/25
4182,Susan,"Van Zyl",S,23,1995/12/11
4183,Maria,Harold,M,5,2013/07/06
4184,Maria,Fuller,M,47,1971/12/03
4185,Peter,England,P,17,2001/02/08
4186,Maria,"Van Zyl",M,29,1989/03/16
4187,Riaan,Gaines,R,32,1986/06/17
4188,Freddie,Gallegos,F,26,1992/04/08
4189,Riaan,Duran,R,30,1988/07/03
4190,Santie,Gamble,S,38,1980/07/11
4191,jaco,Emerson,j,22,1996/05/30
4192,jaco,Eaton,j,2,2016/03/27
4193,Shane,Eaton,S,9,2009/08/05
4194,Miena,Ellis,M,44,1974/02/14
4195,Aaron,Gallegos,A,11,2007/12/04
4196,Shadow,Dyer,S,47,1971/05/18
4197,Maria,Ellison,M,11,2007/10/20
4198,Ben,Eaton,B,10,2008/11/23
4199,Freddie,Fulton,F,33,1985/01/06
4200,"Garret Pieter",Fuller,GP,44,1974/07/03
4201,Riaan,Gallegos,R,48,1970/12/14
4202,Maria,Ellis,M,17,2001/08/01
4203,Jan,Fuentes,J,6,2012/09/14
4204,Santie,"Van Zyl",S,1,2017/07/25
4205,Miena,Durham,M,46,1972/10/24
4206,Jan,Emerson,J,41,1977/07/23
4207,Shadow,Gaines,S,10,2008/01/06
4208,Shahmir,England,S,12,2006/11/14
4209,Jan,Galloway,J,30,1988/08/18
4210,Aaron,Gallagher,A,36,1982/11/14
4211,Miena,Ellis,M,2,2016/08/14
4212,Aaron,Gallagher,A,1,2017/02/09
4213,Ben,Gallegos,B,36,1982/07/07
4214,Shahmir,Edwards,S,29,1989/02/20
4215,Aaron,Galloway,A,20,1998/10/16
4216,Shae,Gallegos,S,39,1979/03/09
4217,Aaron,Duran,A,47,1971/08/14
4218,Shai,England,S,24,1994/09/03
4219,Freddie,Edwards,F,3,2015/04/28
4220,Ben,Fuentes,B,38,1980/12/14
4221,Santie,Ellison,S,37,1981/08/03
4222,"Pieter Andre",Fuller,PA,36,1982/06/18
4223,Shadow,Ellis,S,15,2003/04/21
4224,Aaron,Fuller,A,45,1973/04/30
4225,Susan,Fulton,S,21,1997/01/29
4226,Shae,Elliott,S,37,1981/10/22
4227,Aron-James,Fulton,A,13,2005/04/29
4228,Aaron,"Van Zyl",A,1,2017/09/13
4229,Shae,Gallegos,S,30,1988/12/24
4230,Aron-James,Gallegos,A,37,1981/06/06
4231,Susan,Duran,S,19,1999/05/24
4232,Shai,Fuller,S,40,1978/12/29
4233,Shae,Emerson,S,44,1974/02/14
4234,"Pieter Andre",Harold,PA,32,1986/01/13
4235,Miena,Gaines,M,7,2011/02/24
4236,Aron-James,Harold,A,0,2018/05/17
4237,Shai,Emerson,S,23,1995/10/16
4238,Jan,Ellis,J,34,1984/10/10
4239,Santie,England,S,47,1971/08/16
4240,jaco,Fuller,j,19,1999/08/14
4241,Shahmir,Ellis,S,27,1991/11/24
4242,Shane,Gamble,S,34,1984/07/13
4243,"Garret Pieter","Van Zyl",GP,9,2009/12/07
4244,Jan,Harold,J,4,2014/05/04
4245,"Garret Pieter",Gaines,GP,1,2017/11/29
4246,Aaron,Gamble,A,10,2008/11/23
4247,Ben,Gallagher,B,39,1979/04/30
4248,Shahmir,Fulton,S,6,2012/08/19
4249,Freddie,Ellison,F,43,1975/11/27
4250,Shadow,Eaton,S,37,1981/10/21
4251,Shadow,Elliott,S,23,1995/04/13
4252,Ben,Fuentes,B,34,1984/05/04
4253,jaco,Gamble,j,29,1989/12/08
4254,"Garret Pieter",Dyer,GP,37,1981/07/11
4255,"Garret Pieter",Galloway,GP,38,1980/01/22
4256,Shane,England,S,41,1977/05/29
4257,Aaron,"Van Zyl",A,43,1975/11/02
4258,Jan,Gallegos,J,27,1991/06/21
4259,Freddie,Dyer,F,7,2011/03/17
4260,Aron-James,Emerson,A,3,2015/01/16
4261,Shahmir,Eaton,S,23,1995/10/05
4262,Shadow,Ellison,S,31,1987/05/28
4263,Peter,Duran,P,28,1990/03/27
4264,"Pieter Andre",Fuentes,PA,22,1996/09/18
4265,Aron-James,Dyer,A,16,2002/10/25
4266,Miena,Fulton,M,41,1977/08/28
4267,Santie,Galloway,S,35,1983/09/22
4268,Shane,Gallegos,S,37,1981/11/07
4269,Santie,Gallagher,S,31,1987/06/13
4270,Freddie,Elliott,F,39,1979/03/04
4271,Aron-James,Duran,A,39,1979/02/10
4272,Miena,Edwards,M,4,2014/01/22
4273,Ben,Gaines,B,6,2012/07/06
4274,Shahmir,Ellison,S,38,1980/02/25
4275,Ben,Emerson,B,26,1992/09/29
4276,Maria,Durham,M,32,1986/07/17
4277,Shahmir,Ellison,S,10,2008/12/07
4278,Frik,Fulton,F,19,1999/08/25
4279,Peter,Dyer,P,13,2005/05/15
4280,Shane,Elliott,S,44,1974/06/03
4281,Ben,Galloway,B,38,1980/08/17
4282,Shahmir,Harold,S,47,1971/06/29
4283,Shae,Durham,S,7,2011/11/15
4284,jaco,Fuentes,j,20,1998/02/25
4285,Susan,Ellis,S,47,1971/02/03
4286,jaco,Fuller,j,15,2003/07/11
4287,Aaron,"Van Zyl",A,44,1974/09/15
4288,Susan,Elliott,S,37,1981/05/07
4289,"Garret Pieter",Dyer,GP,8,2010/06/23
4290,Jan,Gamble,J,33,1985/04/12
4291,jaco,Elliott,j,36,1982/08/17
4292,Riaan,Gamble,R,19,1999/09/01
4293,Santie,Duran,S,8,2010/03/24
4294,Freddie,England,F,23,1995/11/08
4295,Shadow,Fuentes,S,9,2009/03/04
4296,Aaron,Gallegos,A,25,1993/08/09
4297,Aron-James,Fuller,A,12,2006/02/19
4298,jaco,"Van Zyl",j,6,2012/12/25
4299,Maria,Fulton,M,12,2006/03/10
4300,Santie,Gamble,S,35,1983/07/16
4301,Santie,Edwards,S,47,1971/09/21
4302,Jan,Ellis,J,46,1972/01/12
4303,Aron-James,Galloway,A,26,1992/12/27
4304,Freddie,Gallegos,F,37,1981/04/12
4305,Freddie,Harold,F,11,2007/03/08
4306,Frik,Edwards,F,40,1978/05/30
4307,Shae,Ellison,S,9,2009/12/12
4308,"Garret Pieter",Eaton,GP,10,2008/12/17
4309,Ben,Dyer,B,26,1992/10/13
4310,Santie,England,S,41,1977/03/19
4311,Santie,Edwards,S,1,2017/07/14
4312,Ben,Ellis,B,2,2016/10/11
4313,Miena,Eaton,M,21,1997/07/18
4314,Santie,Galloway,S,32,1986/10/26
4315,Miena,Fuller,M,33,1985/12/01
4316,Shai,Durham,S,42,1976/12/18
4317,Ben,Edwards,B,35,1983/08/09
4318,Shadow,Gallegos,S,13,2005/08/14
4319,Aron-James,Gaines,A,0,2018/06/25
4320,Peter,"Van Zyl",P,21,1997/12/10
4321,Santie,Gaines,S,18,2000/11/24
4322,Susan,Fuller,S,14,2004/09/13
4323,Peter,"Van Zyl",P,14,2004/04/26
4324,Aaron,Gaines,A,34,1984/03/14
4325,Freddie,Ellison,F,41,1977/01/11
4326,Maria,Gallagher,M,6,2012/04/09
4327,Aaron,Gaines,A,29,1989/09/07
4328,Freddie,Harold,F,44,1974/05/16
4329,Shahmir,Duran,S,17,2001/10/01
4330,Jan,Gaines,J,41,1977/05/14
4331,Aaron,Fulton,A,21,1997/08/28
4332,Miena,Fulton,M,47,1971/07/25
4333,Shadow,Galloway,S,28,1990/08/11
4334,Shadow,Harold,S,37,1981/12/03
4335,Maria,Eaton,M,47,1971/06/03
4336,Frik,Fulton,F,4,2014/02/07
4337,jaco,Gamble,j,48,1970/04/14
4338,Jan,Elliott,J,32,1986/11/04
4339,Frik,Ellison,F,1,2017/02/02
4340,Ben,Emerson,B,6,2012/08/09
4341,Susan,Eaton,S,46,1972/10/19
4342,Ben,Gamble,B,48,1970/12/29
4343,Shae,England,S,12,2006/07/20
4344,"Garret Pieter",Elliott,GP,11,2007/02/19
4345,Ben,Eaton,B,48,1970/12/13
4346,Susan,Fulton,S,9,2009/06/10
4347,Susan,Emerson,S,27,1991/10/26
4348,Aaron,Fuentes,A,3,2015/02/13
4349,Miena,Fulton,M,5,2013/05/14
4350,Freddie,Durham,F,36,1982/10/20
4351,Jan,Elliott,J,10,2008/12/16
4352,Frik,England,F,31,1987/07/05
4353,Jan,Harold,J,36,1982/06/05
4354,Frik,Fuller,F,42,1976/06/22
4355,Shai,Fuller,S,23,1995/11/09
4356,Santie,Ellison,S,40,1978/11/02
4357,Aron-James,Gamble,A,24,1994/10/18
4358,Santie,Fuentes,S,0,2018/01/04
4359,"Garret Pieter",Ellison,GP,27,1991/10/07
4360,Jan,Ellison,J,23,1995/07/16
4361,"Pieter Andre",Gallagher,PA,48,1970/04/29
4362,Aaron,"Van Zyl",A,8,2010/04/14
4363,Susan,Galloway,S,12,2006/03/16
4364,Shane,Ellis,S,9,2009/02/05
4365,Shadow,Dyer,S,12,2006/11/24
4366,Ben,Durham,B,12,2006/07/04
4367,Ben,Gamble,B,10,2008/06/16
4368,Aaron,Ellison,A,31,1987/03/21
4369,Peter,Edwards,P,9,2009/03/10
4370,Aaron,Ellison,A,16,2002/05/20
4371,Aron-James,Galloway,A,20,1998/05/26
4372,"Garret Pieter",Duran,GP,37,1981/03/10
4373,Freddie,Emerson,F,9,2009/12/01
4374,Susan,Gallagher,S,42,1976/03/01
4375,Maria,Ellis,M,6,2012/11/17
4376,Freddie,Ellis,F,34,1984/05/05
4377,"Garret Pieter",Gaines,GP,28,1990/10/18
4378,Santie,Fulton,S,2,2016/09/07
4379,Susan,Ellis,S,20,1998/06/18
4380,Shae,Fulton,S,19,1999/07/07
4381,Shadow,Fuller,S,23,1995/07/01
4382,Shadow,Gamble,S,23,1995/10/13
4383,Shae,Gaines,S,36,1982/10/11
4384,Shae,Edwards,S,30,1988/04/20
4385,Riaan,Ellis,R,23,1995/10/09
4386,"Garret Pieter",Fuentes,GP,39,1979/02/18
4387,Miena,"Van Zyl",M,31,1987/04/23
4388,Ben,Fuentes,B,35,1983/04/24
4389,Susan,Galloway,S,44,1974/04/10
4390,Santie,Elliott,S,36,1982/01/29
4391,Ben,Harold,B,4,2014/11/05
4392,Jan,Duran,J,46,1972/06/20
4393,Aaron,Ellis,A,19,1999/03/02
4394,Shane,Fuentes,S,25,1993/07/15
4395,Aron-James,Galloway,A,44,1974/08/13
4396,Riaan,"Van Zyl",R,29,1989/02/20
4397,Santie,Fuentes,S,39,1979/03/30
4398,Aron-James,Fuller,A,29,1989/07/17
4399,Shai,Gamble,S,45,1973/06/28
4400,Riaan,Gaines,R,12,2006/05/30
4401,Shane,Duran,S,20,1998/04/30
4402,Frik,Eaton,F,40,1978/01/11
4403,Frik,Harold,F,38,1980/08/01
4404,Miena,Galloway,M,16,2002/11/22
4405,Ben,Gamble,B,32,1986/07/08
4406,Santie,Eaton,S,26,1992/04/16
4407,Maria,Galloway,M,30,1988/02/16
4408,Miena,Fulton,M,40,1978/10/08
4409,Shane,Eaton,S,46,1972/05/04
4410,Ben,Dyer,B,23,1995/05/03
4411,Shai,Duran,S,26,1992/06/12
4412,Riaan,Durham,R,12,2006/02/21
4413,Frik,Gallagher,F,0,2018/08/30
4414,"Pieter Andre",Fuentes,PA,9,2009/04/08
4415,Shae,Harold,S,5,2013/04/26
4416,Santie,Emerson,S,26,1992/06/18
4417,jaco,Eaton,j,31,1987/10/26
4418,Shahmir,Edwards,S,16,2002/08/05
4419,Aaron,Duran,A,28,1990/02/17
4420,Aron-James,Ellis,A,14,2004/04/16
4421,Shahmir,Galloway,S,0,2018/02/17
4422,"Garret Pieter",Eaton,GP,27,1991/10/15
4423,jaco,Emerson,j,3,2015/07/12
4424,Jan,Fulton,J,47,1971/12/26
4425,Susan,Fulton,S,15,2003/01/25
4426,jaco,Duran,j,44,1974/03/19
4427,"Pieter Andre",Fuller,PA,35,1983/09/07
4428,Riaan,Harold,R,41,1977/11/21
4429,Frik,Fulton,F,38,1980/07/16
4430,Shadow,Fuller,S,46,1972/06/02
4431,jaco,Gallegos,j,7,2011/08/30
4432,Miena,Dyer,M,43,1975/12/02
4433,Shadow,Ellison,S,22,1996/06/11
4434,Aron-James,Ellis,A,43,1975/07/04
4435,"Pieter Andre",Fuentes,PA,16,2002/05/08
4436,Frik,Duran,F,18,2000/04/25
4437,Freddie,Ellison,F,33,1985/03/23
4438,Shane,Fulton,S,38,1980/03/27
4439,"Pieter Andre",Gallegos,PA,48,1970/07/22
4440,Peter,Eaton,P,0,2018/06/15
4441,Riaan,Harold,R,26,1992/08/01
4442,Peter,Ellis,P,10,2008/10/28
4443,Shae,Harold,S,44,1974/03/10
4444,Shai,Duran,S,21,1997/04/26
4445,Peter,Dyer,P,28,1990/07/21
4446,Ben,Harold,B,39,1979/02/05
4447,Aron-James,Dyer,A,7,2011/07/24
4448,jaco,Gallegos,j,48,1970/08/24
4449,Aron-James,Harold,A,15,2003/11/14
4450,"Garret Pieter",Eaton,GP,43,1975/02/11
4451,Ben,England,B,1,2017/08/27
4452,Aaron,"Van Zyl",A,26,1992/02/20
4453,Miena,Gaines,M,38,1980/06/03
4454,Shadow,Galloway,S,19,1999/02/10
4455,Susan,Ellison,S,47,1971/03/21
4456,Peter,Gallegos,P,38,1980/04/02
4457,Ben,Dyer,B,21,1997/04/18
4458,Freddie,Duran,F,39,1979/06/14
4459,"Pieter Andre",Gallegos,PA,34,1984/09/10
4460,Riaan,Ellis,R,30,1988/08/04
4461,Shae,Elliott,S,14,2004/08/11
4462,Susan,England,S,0,2018/11/27
4463,Ben,England,B,10,2008/04/26
4464,"Pieter Andre",Fulton,PA,41,1977/08/08
4465,jaco,Galloway,j,23,1995/01/04
4466,Shadow,Ellison,S,2,2016/10/17
4467,Shai,Fuller,S,11,2007/07/08
4468,Maria,Galloway,M,5,2013/03/16
4469,Jan,Emerson,J,24,1994/08/18
4470,Ben,Fuller,B,40,1978/04/12
4471,Santie,Gallegos,S,23,1995/03/13
4472,"Pieter Andre",Ellis,PA,36,1982/08/21
4473,jaco,"Van Zyl",j,37,1981/04/30
4474,Riaan,Galloway,R,47,1971/06/20
4475,Frik,Fuentes,F,44,1974/04/22
4476,Shane,Fuller,S,12,2006/03/08
4477,Miena,Gallegos,M,40,1978/11/15
4478,Aaron,Duran,A,29,1989/02/02
4479,"Garret Pieter",Gaines,GP,40,1978/08/26
4480,Peter,Gallegos,P,6,2012/03/07
4481,Frik,Fuentes,F,38,1980/08/28
4482,Shai,Harold,S,18,2000/05/12
4483,Maria,Elliott,M,12,2006/07/07
4484,Shahmir,Dyer,S,45,1973/05/18
4485,Frik,"Van Zyl",F,14,2004/04/10
4486,Shahmir,Durham,S,15,2003/06/01
4487,Shahmir,England,S,12,2006/05/13
4488,Riaan,Ellison,R,46,1972/06/23
4489,Aron-James,Harold,A,44,1974/11/27
4490,jaco,England,j,2,2016/06/27
4491,Maria,Dyer,M,41,1977/11/25
4492,Ben,"Van Zyl",B,1,2017/03/15
4493,Miena,Elliott,M,22,1996/11/24
4494,Shai,Emerson,S,41,1977/01/12
4495,Ben,Gaines,B,32,1986/08/22
4496,Shai,Eaton,S,0,2018/08/17
4497,Maria,Fuller,M,17,2001/06/04
4498,jaco,Emerson,j,12,2006/07/11
4499,Shane,Fulton,S,12,2006/01/10
4500,Aron-James,Gallegos,A,33,1985/06/04
4501,Shai,Ellis,S,3,2015/07/30
4502,Maria,Fulton,M,18,2000/06/16
4503,Shae,Fuller,S,26,1992/10/15
4504,Aron-James,Harold,A,30,1988/04/18
4505,Shadow,Elliott,S,19,1999/06/06
4506,"Pieter Andre",Harold,PA,48,1970/12/23
4507,Shahmir,Dyer,S,1,2017/03/19
4508,"Garret Pieter",Duran,GP,35,1983/04/05
4509,Aaron,Gaines,A,15,2003/05/28
4510,Shahmir,Ellis,S,4,2014/10/13
4511,Shane,Elliott,S,42,1976/01/18
4512,Shae,Dyer,S,1,2017/04/30
4513,Ben,Galloway,B,33,1985/05/28
4514,Riaan,Emerson,R,12,2006/08/11
4515,Riaan,Edwards,R,12,2006/09/26
4516,Aaron,Fuentes,A,48,1970/10/27
4517,Miena,Fuentes,M,33,1985/02/06
4518,Jan,Elliott,J,34,1984/07/14
4519,Jan,Emerson,J,22,1996/05/25
4520,Jan,Harold,J,24,1994/07/06
4521,"Pieter Andre",Ellison,PA,27,1991/11/25
4522,"Garret Pieter",Eaton,GP,18,2000/08/15
4523,Maria,Dyer,M,32,1986/09/15
4524,Shai,Fuentes,S,7,2011/08/08
4525,"Garret Pieter",Duran,GP,10,2008/05/05
4526,Shae,Gallegos,S,46,1972/12/12
4527,Freddie,Dyer,F,47,1971/09/02
4528,Shahmir,Ellison,S,19,1999/02/24
4529,Peter,Ellis,P,16,2002/10/22
4530,Susan,Fuller,S,12,2006/05/10
4531,"Garret Pieter",Ellis,GP,15,2003/02/08
4532,Riaan,Ellis,R,24,1994/08/10
4533,Aaron,Elliott,A,43,1975/08/22
4534,jaco,Duran,j,43,1975/05/05
4535,Miena,Gallagher,M,26,1992/07/26
4536,Aaron,Fuller,A,5,2013/09/27
4537,Freddie,Fuentes,F,33,1985/11/12
4538,Shai,Gamble,S,3,2015/10/03
4539,"Garret Pieter",Ellison,GP,35,1983/12/25
4540,Miena,Eaton,M,43,1975/11/24
4541,Aaron,Eaton,A,21,1997/05/25
4542,Aaron,Gaines,A,0,2018/05/30
4543,Aaron,Gallagher,A,34,1984/07/25
4544,Freddie,"Van Zyl",F,33,1985/04/19
4545,Shai,Gamble,S,17,2001/05/25
4546,Frik,Dyer,F,41,1977/08/19
4547,"Pieter Andre",Emerson,PA,20,1998/01/29
4548,Aaron,Durham,A,24,1994/03/07
4549,Shai,Elliott,S,32,1986/08/30
4550,Frik,Harold,F,33,1985/02/22
4551,Aaron,Gallegos,A,5,2013/03/07
4552,Ben,Fuller,B,47,1971/07/18
4553,Jan,Durham,J,28,1990/01/28
4554,Shane,Gallegos,S,2,2016/08/11
4555,"Pieter Andre",Fuentes,PA,4,2014/09/23
4556,Frik,Fulton,F,42,1976/08/09
4557,Frik,"Van Zyl",F,3,2015/07/17
4558,Shae,Gamble,S,25,1993/10/06
4559,Shai,Ellis,S,47,1971/10/12
4560,Aaron,Edwards,A,28,1990/01/14
4561,"Pieter Andre",Fuller,PA,38,1980/11/22
4562,Riaan,"Van Zyl",R,19,1999/08/06
4563,jaco,Fuentes,j,28,1990/11/26
4564,Shadow,"Van Zyl",S,18,2000/09/04
4565,jaco,Gallegos,j,4,2014/11/07
4566,Miena,Gallagher,M,48,1970/04/13
4567,Shahmir,Dyer,S,42,1976/03/04
4568,Freddie,Ellison,F,45,1973/03/10
4569,Susan,Gallagher,S,36,1982/04/06
4570,Ben,Ellis,B,48,1970/06/28
4571,"Pieter Andre",Ellison,PA,9,2009/05/22
4572,Susan,Duran,S,19,1999/03/08
4573,Santie,Fulton,S,4,2014/05/24
4574,Riaan,Gaines,R,18,2000/06/17
4575,Shane,Harold,S,28,1990/05/18
4576,Aron-James,Ellison,A,6,2012/01/19
4577,Riaan,Gallagher,R,47,1971/08/04
4578,Maria,Gamble,M,10,2008/05/01
4579,Riaan,Galloway,R,45,1973/12/22
4580,Aron-James,Durham,A,41,1977/10/14
4581,"Garret Pieter",Harold,GP,35,1983/10/05
4582,Aaron,Elliott,A,1,2017/09/10
4583,Susan,Gamble,S,13,2005/02/25
4584,Shai,Fulton,S,29,1989/02/13
4585,Peter,Fuller,P,43,1975/01/16
4586,Shae,Elliott,S,16,2002/04/08
4587,Shadow,Gamble,S,32,1986/04/08
4588,Frik,Gaines,F,0,2018/08/06
4589,Frik,Gallegos,F,13,2005/05/10
4590,Frik,Dyer,F,18,2000/05/05
4591,Shadow,Gaines,S,16,2002/02/21
4592,"Garret Pieter","Van Zyl",GP,47,1971/06/27
4593,Freddie,Emerson,F,19,1999/07/28
4594,Frik,Gallegos,F,23,1995/10/02
4595,Susan,Gallegos,S,13,2005/07/07
4596,"Garret Pieter",Gallagher,GP,38,1980/11/22
4597,Shadow,Elliott,S,25,1993/02/11
4598,Shahmir,Gamble,S,34,1984/01/07
4599,Ben,Fulton,B,13,2005/08/28
4600,Shai,Fuentes,S,0,2018/10/09
4601,Susan,Emerson,S,29,1989/08/16
4602,Maria,Emerson,M,9,2009/02/01
4603,Aron-James,Gallagher,A,11,2007/09/25
4604,jaco,Emerson,j,8,2010/09/26
4605,Susan,Ellison,S,17,2001/11/10
4606,jaco,Emerson,j,12,2006/11/06
4607,Miena,Fulton,M,40,1978/01/10
4608,Jan,Elliott,J,28,1990/06/08
4609,Jan,Edwards,J,21,1997/12/22
4610,Ben,Duran,B,45,1973/12/11
4611,Shae,Elliott,S,16,2002/05/14
4612,Peter,Fuentes,P,24,1994/02/15
4613,Frik,Gamble,F,11,2007/03/08
4614,Ben,Emerson,B,15,2003/07/27
4615,Jan,Emerson,J,24,1994/03/19
4616,Jan,Gallagher,J,46,1972/03/22
4617,Jan,Gallagher,J,39,1979/08/10
4618,jaco,Fuentes,j,15,2003/12/25
4619,Aaron,Elliott,A,19,1999/11/28
4620,Susan,England,S,31,1987/04/24
4621,Miena,Emerson,M,45,1973/12/09
4622,Frik,England,F,11,2007/07/11
4623,Aron-James,Galloway,A,25,1993/06/18
4624,Riaan,Edwards,R,46,1972/03/22
4625,Jan,Gallegos,J,17,2001/05/03
4626,Shai,Gallegos,S,46,1972/06/07
4627,Maria,Harold,M,35,1983/02/17
4628,Frik,Emerson,F,2,2016/12/29
4629,Ben,Ellison,B,24,1994/12/14
4630,"Pieter Andre",Gamble,PA,40,1978/08/25
4631,Frik,Elliott,F,24,1994/08/15
4632,jaco,Gallegos,j,6,2012/09/29
4633,jaco,Dyer,j,32,1986/05/01
4634,Miena,Ellis,M,16,2002/04/11
4635,Shahmir,Elliott,S,29,1989/07/02
4636,Santie,Gaines,S,3,2015/07/05
4637,Miena,Duran,M,4,2014/01/05
4638,Maria,Fulton,M,2,2016/08/09
4639,Shae,Harold,S,37,1981/11/13
4640,Shae,Dyer,S,30,1988/02/07
4641,Susan,Galloway,S,22,1996/04/13
4642,Santie,Edwards,S,27,1991/11/17
4643,Riaan,Durham,R,15,2003/01/23
4644,Frik,Eaton,F,42,1976/08/17
4645,Susan,Dyer,S,20,1998/05/28
4646,"Pieter Andre",Emerson,PA,29,1989/06/19
4647,Ben,Gaines,B,28,1990/09/28
4648,Riaan,Duran,R,10,2008/01/08
4649,Santie,Galloway,S,34,1984/12/17
4650,Shai,Elliott,S,7,2011/09/24
4651,Aaron,Dyer,A,23,1995/04/02
4652,Frik,England,F,37,1981/03/19
4653,Miena,Duran,M,28,1990/07/22
4654,Susan,Emerson,S,44,1974/05/22
4655,Ben,Gallagher,B,25,1993/07/17
4656,Maria,Eaton,M,25,1993/06/11
4657,Shae,Fuentes,S,38,1980/05/05
4658,Shae,Dyer,S,20,1998/05/08
4659,Aaron,Emerson,A,24,1994/05/09
4660,Jan,Duran,J,5,2013/11/24
4661,Aron-James,Gallegos,A,48,1970/07/08
4662,Ben,"Van Zyl",B,46,1972/04/21
4663,Shadow,Gamble,S,30,1988/04/01
4664,Shahmir,"Van Zyl",S,5,2013/07/03
4665,Shai,Fulton,S,31,1987/04/11
4666,Freddie,Gamble,F,22,1996/08/29
4667,Shane,Ellison,S,44,1974/05/03
4668,Shane,Durham,S,18,2000/03/16
4669,Freddie,Durham,F,30,1988/11/28
4670,Shai,Ellison,S,14,2004/08/22
4671,Shadow,Fuentes,S,26,1992/12/28
4672,"Pieter Andre",Edwards,PA,45,1973/11/27
4673,Aron-James,Ellison,A,41,1977/01/07
4674,Shai,Gallagher,S,46,1972/05/28
4675,Peter,Emerson,P,33,1985/02/04
4676,Shane,Duran,S,7,2011/03/06
4677,Maria,Eaton,M,37,1981/04/27
4678,Jan,Fulton,J,19,1999/04/23
4679,Jan,Gamble,J,38,1980/07/09
4680,Miena,Ellison,M,25,1993/01/02
4681,Shahmir,Gallegos,S,12,2006/12/22
4682,Jan,Gamble,J,11,2007/11/14
4683,Shahmir,Ellis,S,7,2011/05/11
4684,Shae,Edwards,S,36,1982/10/24
4685,Peter,Dyer,P,36,1982/05/02
4686,Frik,Dyer,F,3,2015/09/07
4687,Santie,Durham,S,36,1982/01/04
4688,Santie,Emerson,S,42,1976/08/06
4689,Aaron,Harold,A,20,1998/02/07
4690,Jan,Galloway,J,18,2000/12/04
4691,Santie,Fuentes,S,24,1994/10/28
4692,"Pieter Andre",Elliott,PA,9,2009/11/26
4693,"Pieter Andre",Durham,PA,22,1996/09/20
4694,Peter,Ellis,P,35,1983/02/27
4695,Frik,Fuller,F,3,2015/02/18
4696,Freddie,England,F,9,2009/07/04
4697,Santie,Gamble,S,33,1985/01/22
4698,Frik,Duran,F,28,1990/07/10
4699,Susan,Gaines,S,36,1982/07/26
